"Marital.status","Application.mode","Application.order","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Unemployment.rate","Inflation.rate","GDP","Target"
"single","non-traditional","1","1","less than secondary",133.1,"less than secondary","less than secondary","group3","group4",104,"0","0","1","0","0","0",27,"0",11.1,0.6,2.02,"1"
"single","traditional","3","1","secondary",131,"secondary","less than secondary","group5","group5",122.3,"1","0","0","0","0","0",19,"0",15.5,2.8,-4.06,"1"
"single","traditional","2","1","secondary",143,"secondary","less than secondary","group4","group6",135,"0","0","0","1","0","0",20,"0",11.1,0.6,2.02,"1"
"single","traditional","2","1","secondary",132,"bachelors or higher","bachelors or higher","group5","group7",119.1,"1","0","1","0","0","0",20,"0",10.8,1.4,1.74,"1"
"single","non-traditional","1","1","secondary",143,"secondary","less than secondary","group5","group9",126.6,"0","0","1","0","0","0",21,"0",9.4,-0.8,-3.12,"0"
"single","traditional","3","1","secondary",141,"less than secondary","secondary","group9","group4",129,"1","0","0","1","0","1",18,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","1","secondary",133.1,"secondary","less than secondary","group9","group9",162.3,"1","0","0","1","0","0",24,"0",8.9,1.4,3.51,"1"
"single","traditional","4","1","secondary",148,"secondary","bachelors or higher","group4","group1",163.4,"1","0","0","1","0","0",20,"0",16.2,0.3,-0.92,"0"
"single","traditional","1","1","secondary",125,"less than secondary","less than secondary","group9","group8",121.5,"0","0","0","1","0","1",21,"0",13.9,-0.3,0.79,"0"
"single","traditional","1","0","secondary",120,"secondary","less than secondary","group7","group3",122.8,"0","0","0","1","0","0",23,"0",9.4,-0.8,-3.12,"0"
"single","non-traditional","1","1","secondary",140,"less than secondary","bachelors or higher","group4","group3",118,"1","0","0","1","0","0",24,"0",7.6,2.6,0.32,"1"
"single","non-traditional","1","1","secondary",139,"secondary","secondary","group4","group10",134,"0","0","0","1","0","0",21,"0",12.4,0.5,1.79,"1"
"single","traditional","4","1","secondary",142,"less than secondary","less than secondary","group9","group8",129.8,"1","0","0","1","0","0",18,"0",12.7,3.7,-1.7,"0"
"single","non-traditional","1","0","bachelors or higher",130,"less than secondary","secondary","group3","group4",152,"1","0","0","1","0","0",27,"0",8.9,1.4,3.51,"1"
"single","traditional","6","1","secondary",126,"less than secondary","less than secondary","group5","group5",122.8,"1","0","0","1","0","0",18,"0",9.4,-0.8,-3.12,"0"
"single","non-traditional","1","1","bachelors or higher",150,"bachelors or higher","bachelors or higher","group2","group2",150,"0","0","0","1","0","0",35,"0",13.9,-0.3,0.79,"1"
"single","traditional","1","1","secondary",130,"less than secondary","less than secondary","group3","group8",131.8,"0","0","0","1","0","0",18,"0",11.1,0.6,2.02,"0"
"single","non-traditional","1","1","secondary",120,"secondary","bachelors or higher","group7","group2",105.9,"0","0","0","1","0","0",35,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",138,"secondary","secondary","group4","group7",132.1,"1","0","0","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","4","1","secondary",127,"less than secondary","less than secondary","group4","student",127.4,"1","0","0","1","0","0",20,"0",7.6,2.6,0.32,"0"
"single","traditional","4","1","secondary",140,"less than secondary","less than secondary","group7","group7",129.5,"1","0","0","1","0","0",18,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","specialized",130,"less than secondary","less than secondary","group5","group10",126.7,"0","0","1","1","0","0",21,"0",13.9,-0.3,0.79,"0"
"single","traditional","2","1","secondary",128,"less than secondary","less than secondary","group9","group8",116.5,"0","0","0","1","0","1",18,"0",16.2,0.3,-0.92,"0"
"single","traditional","1","1","secondary",132,"unknown","unknown","student","student",119.1,"1","0","0","1","0","0",18,"0",7.6,2.6,0.32,"0"
"single","traditional","2","1","secondary",149,"less than secondary","less than secondary","group9","group9",126.5,"1","0","0","1","0","0",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","4","1","secondary",155,"bachelors or higher","less than secondary","group1","group4",149.8,"1","0","0","1","0","1",18,"0",16.2,0.3,-0.92,"0"
"single","traditional","1","1","secondary",120,"less than secondary","secondary","group8","group7",115.1,"1","0","0","1","0","0",19,"0",13.9,-0.3,0.79,"0"
"single","non-traditional","1","1","less than secondary",133.1,"bachelors or higher","less than secondary","group2","group3",124.5,"0","0","0","1","0","1",36,"0",16.2,0.3,-0.92,"1"
"single","traditional","2","1","secondary",131,"less than secondary","secondary","group7","group4",128.3,"1","0","0","1","0","1",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",149,"less than secondary","less than secondary","group9","group9",136,"0","0","0","1","0","1",18,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","1","secondary",140,"secondary","bachelors or higher","group9","group2",140,"1","0","0","1","0","1",20,"0",13.9,-0.3,0.79,"0"
"single","non-traditional","1","0","secondary",133.1,"less than secondary","less than secondary","group9","group9",126.3,"0","0","0","1","0","1",26,"0",16.2,0.3,-0.92,"1"
"single","non-traditional","1","1","secondary",122,"secondary","secondary","group4","group5",126.9,"0","0","0","1","0","0",21,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","1","bachelors or higher",130,"secondary","secondary","group4","group5",145,"0","0","0","1","0","0",25,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",121,"less than secondary","bachelors or higher","group5","group5",115.8,"1","0","0","1","0","1",19,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","0","secondary",120,"less than secondary","less than secondary","group8","group7",100,"1","0","0","1","0","0",24,"0",9.4,-0.8,-3.12,"1"
"single","non-traditional","1","0","secondary",133.1,"secondary","less than secondary","group5","group4",102.5,"0","0","0","1","0","1",27,"0",8.9,1.4,3.51,"1"
"single","traditional","1","1","secondary",121,"less than secondary","less than secondary","group1","group3",131.5,"0","0","0","1","0","0",21,"0",7.6,2.6,0.32,"1"
"single","traditional","1","1","secondary",133,"less than secondary","less than secondary","group7","group7",147,"0","0","0","1","0","1",18,"0",9.4,-0.8,-3.12,"0"
"married","traditional","4","1","secondary",134,"less than secondary","less than secondary","group5","group7",122.5,"0","1","0","1","0","1",19,"0",10.8,1.4,1.74,"0"
"single","traditional","3","1","secondary",115,"secondary","secondary","group3","group3",117.5,"1","0","0","1","0","0",18,"0",9.4,-0.8,-3.12,"1"
"single","non-traditional","1","1","secondary",127,"less than secondary","secondary","group5","group9",150,"0","0","0","1","0","1",19,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",135,"secondary","less than secondary","group4","group5",127.5,"1","0","0","1","0","1",19,"0",16.2,0.3,-0.92,"0"
"married","non-traditional","1","0","bachelors or higher",140,"bachelors or higher","bachelors or higher","group3","group3",140,"0","0","0","1","0","0",33,"0",11.1,0.6,2.02,"0"
"married","non-traditional","1","1","bachelors or higher",130,"secondary","bachelors or higher","group3","group10",130,"0","0","0","1","0","0",45,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",135,"secondary","secondary","group9","group9",133.3,"0","0","0","1","0","1",20,"0",11.1,0.6,2.02,"0"
"single","non-traditional","2","1","secondary",140,"unknown","unknown","student","student",97,"1","0","0","1","0","0",28,"0",7.6,2.6,0.32,"1"
"single","non-traditional","1","1","secondary",120,"secondary","secondary","group5","group8",112,"1","0","0","1","0","1",19,"0",12.7,3.7,-1.7,"0"
"single","traditional","2","1","secondary",140,"secondary","less than secondary","group4","group5",123.6,"1","0","0","1","0","0",18,"0",12.7,3.7,-1.7,"0"
"single","non-traditional","1","1","bachelors or higher",133.1,"less than secondary","less than secondary","group4","group6",130.5,"0","0","0","1","0","0",38,"0",15.5,2.8,-4.06,"1"
"single","traditional","2","1","secondary",135,"secondary","bachelors or higher","group4","group3",133.3,"0","0","0","1","0","0",19,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",123,"secondary","less than secondary","group9","group9",132.1,"0","0","0","1","0","1",21,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",133.1,"less than secondary","secondary","group9","group10",100,"0","0","0","1","0","0",21,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",154,"less than secondary","less than secondary","group9","group9",140.4,"0","0","0","1","0","1",22,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",148,"less than secondary","less than secondary","group5","group7",141.7,"0","0","0","1","0","1",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","2","1","secondary",133,"less than secondary","less than secondary","group3","group9",119.7,"0","1","0","1","0","1",18,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",126,"less than secondary","secondary","group9","group9",122.5,"1","0","0","0","0","0",25,"0",9.4,-0.8,-3.12,"1"
"single","non-traditional","1","1","less than secondary",133.1,"less than secondary","less than secondary","group9","group7",140,"0","0","1","0","0","0",24,"0",16.2,0.3,-0.92,"1"
"single","traditional","3","1","secondary",125,"bachelors or higher","secondary","group4","group4",119.4,"1","0","0","1","0","0",19,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",145,"bachelors or higher","bachelors or higher","group3","group3",155,"1","0","0","1","0","0",24,"0",12.4,0.5,1.79,"0"
"single","traditional","2","1","secondary",118,"less than secondary","less than secondary","group5","group5",119.1,"1","0","0","1","0","1",20,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","1","secondary",120,"less than secondary","secondary","group9","group1",122.7,"0","0","0","0","0","0",25,"0",10.8,1.4,1.74,"1"
"single","traditional","1","1","secondary",127,"less than secondary","less than secondary","group9","group10",117.9,"0","0","0","1","0","1",20,"0",8.9,1.4,3.51,"0"
"single","non-traditional","1","1","bachelors or higher",130,"less than secondary","less than secondary","group5","group3",130,"0","0","0","1","0","0",23,"0",9.4,-0.8,-3.12,"0"
"single","traditional","3","1","secondary",129,"less than secondary","less than secondary","group7","group6",120,"1","0","0","1","0","1",19,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","specialized",130,"less than secondary","less than secondary","group9","group10",130,"0","0","1","0","0","0",29,"0",13.9,-0.3,0.79,"1"
"single","traditional","3","1","secondary",121,"less than secondary","less than secondary","group4","group7",116.8,"1","0","0","1","0","0",21,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",136,"less than secondary","secondary","group9","group8",123.4,"1","0","0","1","0","1",18,"0",11.1,0.6,2.02,"0"
"single","traditional","3","1","secondary",125,"less than secondary","less than secondary","group9","group9",125.4,"1","0","0","1","0","0",19,"0",9.4,-0.8,-3.12,"0"
"single","traditional","3","1","secondary",131,"less than secondary","less than secondary","group7","group7",127.2,"1","0","0","1","0","1",18,"0",8.9,1.4,3.51,"1"
"single","traditional","1","1","secondary",122,"less than secondary","less than secondary","other situation","group6",103.4,"0","0","0","1","0","0",19,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",127,"less than secondary","less than secondary","group9","group8",123.2,"1","0","0","1","0","0",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",136,"secondary","secondary","group4","group4",124.1,"0","0","0","1","0","0",18,"0",8.9,1.4,3.51,"0"
"married","non-traditional","1","1","less than secondary",133.1,"less than secondary","less than secondary","group7","group7",99.5,"1","0","1","0","0","1",37,"0",8.9,1.4,3.51,"1"
"single","traditional","1","0","bachelors or higher",127,"less than secondary","less than secondary","group6","group6",124.9,"0","0","0","1","0","0",29,"0",16.2,0.3,-0.92,"0"
"single","traditional","3","1","secondary",116,"less than secondary","less than secondary","group9","group9",110.8,"0","0","0","1","0","0",18,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",121,"secondary","secondary","group9","group8",118.9,"1","0","0","1","0","1",19,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","1","secondary",124,"secondary","secondary","group3","group1",118.8,"1","0","1","0","0","0",22,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",131,"less than secondary","less than secondary","group9","group7",137,"0","0","0","1","0","1",20,"0",15.5,2.8,-4.06,"0"
"single","non-traditional","1","0","secondary",100,"less than secondary","less than secondary","missing","missing",100,"0","0","0","1","0","0",34,"0",12.7,3.7,-1.7,"1"
"single","non-traditional","1","1","secondary",130,"less than secondary","less than secondary","group9","group9",120,"0","0","1","0","0","0",30,"0",7.6,2.6,0.32,"1"
"single","traditional","1","1","secondary",135,"secondary","secondary","group4","group4",122.8,"0","0","0","1","0","0",18,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",130,"less than secondary","less than secondary","group9","group5",121.6,"0","0","0","1","0","0",18,"0",12.4,0.5,1.79,"0"
"single","traditional","2","1","secondary",146,"bachelors or higher","secondary","group1","group3",149.2,"1","0","0","1","0","0",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","4","1","secondary",146,"bachelors or higher","secondary","group2","group3",140,"1","0","0","1","0","0",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","2","1","secondary",154,"less than secondary","less than secondary","group9","group9",133.4,"1","0","0","1","0","1",19,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",137,"less than secondary","less than secondary","group9","group9",126.2,"1","0","0","1","0","1",19,"0",10.8,1.4,1.74,"0"
"single","traditional","5","1","secondary",151,"secondary","secondary","group9","group9",127.8,"0","0","0","1","0","1",18,"0",12.7,3.7,-1.7,"0"
"single","non-traditional","1","1","specialized",150,"less than secondary","less than secondary","group4","group8",150,"0","0","0","1","0","1",21,"0",13.9,-0.3,0.79,"0"
"single","traditional","2","1","secondary",121,"secondary","less than secondary","group9","group9",113.7,"1","0","0","0","0","0",20,"0",7.6,2.6,0.32,"1"
"single","traditional","1","1","secondary",122,"less than secondary","less than secondary","group4","group8",117.8,"1","0","0","1","0","0",20,"0",13.9,-0.3,0.79,"0"
"single","traditional","1","1","secondary",143,"bachelors or higher","secondary","group2","group5",136.7,"0","0","0","1","0","0",19,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",152,"secondary","less than secondary","group4","group5",144.7,"0","0","0","1","0","0",20,"0",16.2,0.3,-0.92,"0"
"single","traditional","3","1","secondary",145,"less than secondary","secondary","group4","group10",139.8,"1","0","0","1","0","0",18,"0",13.9,-0.3,0.79,"0"
"single","non-traditional","1","1","secondary",120,"less than secondary","less than secondary","group3","group3",113.7,"0","0","0","1","0","0",20,"0",12.7,3.7,-1.7,"1"
